Date,Close,High,Low,Open,Volume,Target,Negative,Neutral,Positive
2024-05-07,406.2384948730469,411.5281273047588,405.9903890817075,411.5181933814727,20018200.0,1,0.0,1.0,0.0
2024-05-08,407.429443359375,409.1066410493604,403.6284454091321,405.07740513834375,11792300.0,1,0.0,1.0,0.0
2024-05-09,409.1959533691406,409.59291660377954,406.00034935781423,407.45921271703617,14689700.0,1,0.0,1.0,0.0
2024-05-10,411.5975646972656,412.2327300463282,408.6798382335046,409.8112151541409,13402300.0,0,0.0,1.0,0.0
2024-05-13,410.5853271484375,415.18025140614657,407.7073059282806,414.8428311528105,15440200.0,1,0.0623632838641782,0.7908202986334414,0.1468164199414837
2024-05-14,413.40380859375,414.3267549073316,408.4317586361448,408.8981987547859,15109300.0,1,0.1048799876387908,0.710219872322947,0.1849001274948015
2024-05-15,420.6317138671875,421.3575004372611,414.8553375123631,415.48169669269,22239500.0,0,0.0886375985313848,0.6811688595812164,0.2301935382594269
2024-05-16,418.5538330078125,422.9582208339026,417.91755229509,419.3591433257316,17530100.0,0,0.0202884225851907,0.8920856913337503,0.0876258819490487
2024-05-17,417.7783203125,420.4726599302369,415.6109428181483,420.0948540596477,15352200.0,1,0.0,1.0,0.0
2024-05-20,422.878662109375,424.30037978174784,417.55961512858175,417.778343258253,16272100.0,1,0.0,1.0,0.0
2024-05-21,426.5572814941406,430.46453247000767,422.3915253519068,424.36004826198655,21453300.0,1,0.0,1.0,0.0
2024-05-22,428.0286865234375,429.9077641693655,424.6583193119375,427.60118209872775,18073700.0,0,0.1606838433153648,0.682704884105437,0.156611272248424
2024-05-23,424.529052734375,431.0908661750461,422.95820916796526,430.4645069803894,17211700.0,1,0.0965555268687496,0.715251718312016,0.1881927637283952
2024-05-24,427.6707763671875,428.565562226306,421.9540501648999,424.71796179341015,11845800.0,1,0.1228197355422378,0.7454413362349441,0.131738941433524
2024-05-28,427.829833984375,428.32694058725485,424.1313596453095,427.1438244451224,15718000.0,0,0.0,1.0,0.0
2024-05-29,426.6865234375,428.4462700067775,423.22665032702537,423.22665032702537,15517100.0,0,0.0,1.0,0.0
2024-05-30,412.2704162597656,421.8446642438629,411.8428815087906,421.8446642438629,28424800.0,1,0.0,1.0,0.0
2024-05-31,412.7277526855469,414.3383733012913,402.1692127903504,414.3383733012913,47995300.0,0,0.0,1.0,0.0
2024-06-03,411.1270446777344,414.02020882309534,406.553688084388,413.1254229827006,17484700.0,1,0.0731109900694292,0.7890963727449949,0.1377926362110359
2024-06-04,413.6623229980469,414.0301770538055,407.3092856318989,410.04337212748766,14348900.0,1,0.1022105759835122,0.7908473829404272,0.1069420313929683
2024-06-05,421.5563659667969,421.6259378345122,413.89096003424896,415.3922317370634,16988000.0,1,0.14228688076245,0.657378239495564,0.2003348784248056
2024-06-06,422.0633850097656,422.848821948627,418.14618249774657,421.5563568996983,14861300.0,0,0.0,1.0,0.0
2024-06-07,421.3973083496094,423.81323935854607,420.55222098628695,423.73371564550735,13621700.0,1,0.0,1.0,0.0
2024-06-10,425.3940124511719,425.6027887352665,421.4370631899479,422.2423734838644,14003000.0,1,0.0,1.0,0.0
2024-06-11,430.1761779785156,430.3153823959729,422.78918087724,423.0178608454997,14551100.0,1,0.1065049792006628,0.7037480808142118,0.1897469378828906
2024-06-12,438.5076904296875,440.8341457768561,430.7428874309175,432.8009161252906,22366200.0,1,0.1596062747097052,0.6794043303275075,0.1609893953380236
2024-06-13,439.0246887207031,440.8242426789463,436.8274858579273,438.2989324414096,15960600.0,1,0.1144674491509477,0.763494018020832,0.1220385331503438
2024-06-14,440.0089721679688,440.5756810111054,434.1928184969439,435.74378876375306,13582000.0,1,0.1301999511446894,0.840878738036236,0.0289213219990074
2024-06-17,445.775390625,448.3305259626429,438.16966532085047,440.0288392462003,20790000.0,0,0.0,1.0,0.0
2024-06-18,443.7571411132813,447.53516969127554,442.3155500964385,447.1076349319816,17112500.0,0,0.0,1.0,0.0
2024-06-20,443.120849609375,443.946033241849,438.7164619327626,443.7173532757514,19877400.0,1,0.0,1.0,0.0
2024-06-21,447.17724609375,447.9726045782074,443.9261796037789,444.79114029939626,34486200.0,0,0.1251495795438771,0.7987927402926809,0.0760576817842228
2024-06-24,445.0794982910156,450.1300886970985,443.8267797762504,447.1971472141421,15913700.0,1,0.1102819420748788,0.6814711185201054,0.2082469392226831
2024-06-25,448.3404541015625,448.80773551860256,444.1647465305247,445.6560663286127,16747500.0,1,0.1131612846006988,0.8308786376631508,0.0559600717984427
2024-06-26,449.54345703125,450.9751265075422,445.596429300538,446.4017395883299,16507000.0,1,0.0,1.0,0.0
2024-06-27,450.2294616699219,453.53025683427376,449.1556944039377,449.56332546408174,14806300.0,0,0.0612655469026866,0.913288558189763,0.0254458969538009
2024-06-28,444.3636474609375,452.7448583148797,443.8267637823877,450.4482280145607,28362300.0,1,0.1201274589584084,0.7327910374713871,0.1470814969748459
