Date,Close,High,Low,Open,Volume,Target,Negative,Neutral,Positive
2024-05-07,154.42999267578125,157.6999969482422,153.66000366210938,156.32000732421875,37374900.0,0,0.0983826580292231,0.7301323139451728,0.1714850258397169
2024-05-08,153.6199951171875,155.3300018310547,152.52000427246094,153.39999389648438,28728000.0,0,0.060142855849447,0.7702955227681311,0.1695616229161974
2024-05-09,152.38999938964844,154.08999633789062,150.61000061035156,153.1300048828125,33018000.0,0,0.0008901418984268,0.9768954813480376,0.0222143889462939
2024-05-10,151.9199981689453,156.3699951171875,151.30999755859375,154.2899932861328,37652800.0,0,0.069831735033012,0.8087530876174032,0.1214151799209526
2024-05-13,150.55999755859375,153.3300018310547,150.39999389648438,151.27999877929688,27859200.0,1,0.1335326063980937,0.5996676112873707,0.2667997856542569
2024-05-14,153.16000366210938,153.49000549316406,148.77999877929688,150.42999267578125,31938300.0,1,0.047826204139788,0.7741713609371466,0.1780024308352446
2024-05-15,159.6699981689453,159.69000244140625,154.6999969482422,155.58999633789062,43195900.0,1,0.0813359341278901,0.5010390979541323,0.4176249609814931
2024-05-16,162.6199951171875,168.05999755859375,159.89999389648438,160.9199981689453,76726700.0,1,0.0477398742389866,0.7216764887887708,0.2305836505241348
2024-05-17,164.47000122070312,169.72000122070312,162.32000732421875,168.42999267578125,65944400.0,1,0.1408528977990721,0.6693869575331497,0.1897601355860372
2024-05-20,166.3300018310547,168.49000549316406,164.47000122070312,165.5500030517578,45618000.0,0,0.1637054742316675,0.5181839005232801,0.3181106270626618
2024-05-21,164.66000366210938,165.8300018310547,163.10000610351562,164.0,30005500.0,1,0.1187313863081168,0.6752351151311244,0.2060335006170968
2024-05-22,165.52000427246094,169.80999755859375,163.86000061035156,167.41000366210938,47426700.0,0,0.268798353252511,0.4403816324070935,0.2908200062857798
2024-05-23,160.42999267578125,173.13999938964844,158.27000427246094,170.17999267578125,91888800.0,1,0.196254898986724,0.5871371754766017,0.2166079215118743
2024-05-24,166.36000061035156,167.66000366210938,160.25,161.41000366210938,54795400.0,1,0.04929403091353,0.6334066364972386,0.3172993184839356
2024-05-28,171.61000061035156,174.5500030517578,164.9600067138672,169.4199981689453,66495400.0,0,0.0,1.0,0.0
2024-05-29,165.13999938964844,168.47999572753906,162.91000366210938,167.4600067138672,56537500.0,1,0.0799878038342831,0.5764740106476767,0.343538172302704
2024-05-30,166.75,168.75,163.8000030517578,167.89999389648438,46479900.0,1,0.1238989276878975,0.664972012249266,0.2111290610867399
2024-05-31,166.89999389648438,169.5,160.07000732421875,166.64999389648438,64331900.0,0,0.321023989859764,0.6008352829338339,0.0781407349356413
2024-06-03,163.5500030517578,171.0800018310547,160.91000366210938,170.82000732421875,59157600.0,0,0.137389403869634,0.6053093849245882,0.2573012084365446
2024-06-04,159.99000549316406,164.8300018310547,158.8699951171875,162.83999633789062,48157200.0,1,0.1690175050837966,0.6872323621423595,0.1437501371049058
2024-06-05,166.1699981689453,167.1199951171875,161.3800048828125,162.07000732421875,60507500.0,1,0.1669674314335857,0.6927371596130076,0.1402954050859373
2024-06-06,166.77999877929688,169.50999450683594,163.86000061035156,165.4600067138672,47153700.0,1,0.0165326144562127,0.8043071894161251,0.179160190513458
2024-06-07,167.8699951171875,169.4499969482422,165.86000061035156,166.58999633789062,44796000.0,0,0.0794820965309815,0.7564804795353783,0.164037420496739
2024-06-10,160.33999633789062,165.5500030517578,159.61000061035156,162.47999572753906,67575600.0,0,0.1813368940810585,0.693904011538695,0.1247590881820721
2024-06-11,158.9600067138672,161.5399932861328,156.9199981689453,160.5,40497100.0,1,0.0853988307743829,0.7513232319128491,0.1632779404801638
2024-06-12,160.24000549316406,162.24000549316406,158.6199951171875,160.32000732421875,48325800.0,0,0.1560625293166675,0.7191516983052598,0.1247857643768972
2024-06-13,159.89999389648438,162.66000366210938,157.30999755859375,160.39999389648438,44442500.0,0,0.0006575034828266,0.7210678962722341,0.2782745917787199
2024-06-14,159.6300048828125,161.33999633789062,157.61000061035156,158.5,34054000.0,0,0.1002260031190463,0.5990212420035796,0.300752752027334
2024-06-17,158.39999389648438,159.22999572753906,154.13999938964844,158.0,44507700.0,0,0.0937192490906385,0.7417167095686296,0.164564039322253
2024-06-18,154.6300048828125,157.24000549316406,153.33999633789062,156.99000549316406,51852000.0,1,0.0757738017428009,0.8072337759798393,0.1169924053677482
2024-06-20,161.77999877929688,166.82000732421875,155.5,155.82000732421875,93245700.0,0,0.1673433585273092,0.6688953059978484,0.1637613292438995
2024-06-21,161.22999572753906,163.1999969482422,157.88999938964844,161.75,61334700.0,0,0.1542480423603607,0.6398932024095128,0.2058587413306076
2024-06-24,160.25,163.39999389648438,158.19000244140625,159.75,45954100.0,0,0.1752055453296385,0.7305130255796636,0.0942814076496587
2024-06-25,160.25,161.0,156.4499969482422,160.72999572753906,40975300.0,0,0.1852531125429161,0.5729253984901513,0.2418214710180488
2024-06-26,157.5399932861328,160.74000549316406,156.0,160.60000610351562,36973400.0,1,0.0123010207614394,0.7626880042206841,0.2250109671587739
2024-06-27,159.47000122070312,160.61000061035156,156.80999755859375,157.17999267578125,34018200.0,1,0.1807310274872808,0.6503777063502523,0.1688912657781188
2024-06-28,162.2100067138672,166.4499969482422,159.41000366210938,160.22999572753906,56204600.0,0,0.0013521349244153,0.7039215684237841,0.2947262748567027
2024-07-01,157.69000244140625,161.50999450683594,153.63999938964844,161.25,50436700.0,1,0.0007011788028034,0.8216341630241004,0.1776646589397614
2024-07-02,164.30999755859375,164.5800018310547,156.6999969482422,157.0399932861328,57838600.0,0,0.1441968170519074,0.6605472293509302,0.1952559542183652
2024-07-03,163.89999389648438,165.25999450683594,162.50999450683594,164.1999969482422,26980900.0,1,0.2498860334086678,0.7499383794238383,0.0001755924806729
